Lab nr.	Matrix	Rapp.frist 01.02.21   Prøvested	LIMS NR	Unit1	Unit2	Unit3	Label	Data	Data>LOQ	LOQ	Unit	HalfLOD	Det_freq
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	PBDE-191	"-0,0113"		"0,0113"	ng/g	"0,00565"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	PBDE-196	"-0,0219"		"0,0219"	ng/g	"0,0110"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	PBDE-197	"-0,0186"		"0,0186"	ng/g	"0,00930"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	PBDE-202	"-0,0289"		"0,0289"	ng/g	"0,0144"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	PBDE-206	"-0,0433"		"0,0433"	ng/g	"0,0216"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	PBDE-207	"-0,0274"		"0,0274"	ng/g	"0,0137"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	PBDE-209	"-0,366"		"0,366"	ng/g	"0,183"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	ATE (TBP-AE)	"-0,0162"		"0,0162"	ng/g	"0,00810"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	a-TBECH	"-0,120"		"0,120"	ng/g	"0,0600"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	b-TBECH	"-0,0853"		"0,0853"	ng/g	"0,0426"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	g/d-TBECH	"-0,0537"		"0,0537"	ng/g	"0,0269"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	BATE	"0,0270"	"0,0270"		ng/g	"0,0270"	>LOQ
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	PBT	"-0,0352"		"0,0352"	ng/g	"0,0176"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	PBEB	"0,0322"	"0,0322"		ng/g	"0,0322"	>LOQ
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	PBBZ	"-0,240"		"0,240"	ng/g	"0,120"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	HBB	"-0,0974"		"0,0974"	ng/g	"0,0487"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	DPTE	"0,0237"	"0,0237"		ng/g	"0,0237"	>LOQ
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	EHTBB	"-0,144"		"0,144"	ng/g	"0,0720"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	BTBPE	"-0,0308"		"0,0308"	ng/g	"0,0154"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	TBPH (BEH /TBP)	"-1,93"		"1,93"	ng/g	"0,965"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	DBDPE	"-14,2"		"14,2"	ng/g	"7,10"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	SCCP	"-0,521"		"0,521"	ng/g	"0,260"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	MCCP	"14,0"	"14,0"		ng/g	"14,0"	>LOQ
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	"4,4-bis-A"	"-2,30"		"2,30"	ng/g	"1,15"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	"2,4-bis-A"	"-0,300"		"0,300"	ng/g	"0,150"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	Bis-FL	"-0,700"		"0,700"	ng/g	"0,350"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	Bis-B	"-0,600"		"0,600"	ng/g	"0,300"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	Bis-E	"-0,400"		"0,400"	ng/g	"0,200"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	"4,4-bis-S"	"-4,50"		"4,50"	ng/g	"2,25"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	"2,4-bis-S"	"-0,100"		"0,100"	ng/g	"0,0500"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	"4,4-bis-F"	"-1,20"		"1,20"	ng/g	"0,600"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	"2,4-bis-F"	"-2,10"		"2,10"	ng/g	"1,05"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	"2,2-bis-F"	"-0,100"		"0,100"	ng/g	"0,0500"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	bis-M	"-0,200"		"0,200"	ng/g	"0,100"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	bis-Z	"-0,800"		"0,800"	ng/g	"0,400"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	bis-AF	"-1,10"		"1,10"	ng/g	"0,550"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	bis-AP	"-0,400"		"0,400"	ng/g	"0,200"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	TBBPA	"-2,50"		"2,50"	ng/g	"1,25"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	4-tert-octylphenol	"-1,10"		"1,10"	ng/g	"0,550"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	4-octylphenol	"-1,30"		"1,30"	ng/g	"0,650"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	4-nonylphenol	"-4,70"		"4,70"	ng/g	"2,35"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	AO Mb1	"-4,20"		"4,20"	ng/g	"2,10"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	D4	"-2,81"		"2,81"	ng/g	"1,41"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	D5	"0,875"	"0,875"		ng/g	"0,875"	>LOQ
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	D6	"0,909"	"0,909"		ng/g	"0,909"	>LOQ
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	M3T	"-0,310"		"0,310"	ng/g	"0,155"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	52  Cr  [ He ]	"-0,00472"		"0,00472"	ug/g	"0,00236"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	56  Fe  [ He ]	438	438		ug/g	438	>LOQ
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	60  Ni  [ He ]	"0,00877"	"0,00877"		ug/g	"0,00877"	>LOQ
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	63  Cu  [ He ]	"0,398"	"0,398"		ug/g	"0,398"	>LOQ
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	66  Zn  [ He ]	"5,20"	"5,20"		ug/g	"5,20"	>LOQ
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	75  As  [ He ]	"0,0386"	"0,0386"		ug/g	"0,0386"	>LOQ
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	107  Ag  [ No Gas ]	"-0,000325"		"0,000325"	ug/g	"0,000163"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	111  Cd  [ No Gas ]	"0,000376"	"0,000376"		ug/g	"0,000376"	>LOQ
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	121  Sb  [ No Gas ]	"-0,000248"		"0,000248"	ug/g	"0,000124"	ND
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	208  Pb  [ No Gas ]	"0,0379"	"0,0379"		ug/g	"0,0379"	>LOQ
20/1730	Gråmåke blod	Skjærholmene	NR-2020-08487	ng/g	ug/g	ng/g	202  Hg  [ No Gas ]	129	129		ng/g	129	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	Fettprosent	"1,06"	"1,06"			"1,06"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PeCB	"-0,0354"		"0,0354"	ng/g	"0,0177"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	HCB	"0,162"	"0,162"		ng/g	"0,162"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-18	"-0,0174"		"0,0174"	ng/g	"0,00870"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-28	"-0,0198"		"0,0198"	ng/g	"0,00990"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-31	"-0,0148"		"0,0148"	ng/g	"0,00740"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-33	"-0,00953"		"0,00953"	ng/g	"0,00477"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-37	"-0,00457"		"0,00457"	ng/g	"0,00229"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	Sum-TriCB				ng/g		NA
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-47	"0,103"	"0,103"		ng/g	"0,103"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-52	"-0,0159"		"0,0159"	ng/g	"0,00795"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-66	"0,201"	"0,201"		ng/g	"0,201"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-74	"0,107"	"0,107"		ng/g	"0,107"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	Sum-TetCB	"0,423"	"0,423"		ng/g	"0,423"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-99	"0,597"	"0,597"		ng/g	"0,597"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-101	"0,0411"	"0,0411"		ng/g	"0,0411"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-105	"0,244"	"0,244"		ng/g	"0,244"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-114	"0,0158"	"0,0158"		ng/g	"0,0158"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-118	"0,846"	"0,846"		ng/g	"0,846"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-122	"-0,00269"		"0,00269"	ng/g	"0,00135"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-123	"0,0119"	"0,0119"		ng/g	"0,0119"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	Sum-PenCB	"1,94"	"1,94"		ng/g	"1,94"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-128	"0,217"	"0,217"		ng/g	"0,217"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-138	"2,23"	"2,23"		ng/g	"2,23"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-141	"-0,00985"		"0,00985"	ng/g	"0,00493"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-149	"0,0683"	"0,0683"		ng/g	"0,0683"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-153	"4,12"	"4,12"		ng/g	"4,12"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-156	"0,0931"	"0,0931"		ng/g	"0,0931"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-157	"0,0212"	"0,0212"		ng/g	"0,0212"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-167	"0,0453"	"0,0453"		ng/g	"0,0453"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	Sum-HexCB	"4,73"	"4,73"		ng/g	"4,73"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-170	"0,149"	"0,149"		ng/g	"0,149"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-180	"0,598"	"0,598"		ng/g	"0,598"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-183	"0,236"	"0,236"		ng/g	"0,236"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-187	"0,587"	"0,587"		ng/g	"0,587"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-189	"0,0101"	"0,0101"		ng/g	"0,0101"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	Sum-HepCB	"1,78"	"1,78"		ng/g	"1,78"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-194	"0,0546"	"0,0546"		ng/g	"0,0546"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-206	"0,0131"	"0,0131"		ng/g	"0,0131"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PCB-209	"0,00452"	"0,00452"		ng/g	"0,00452"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	Sum 7 PCB	"7,80"	"7,80"		ng/g	"7,80"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	Sum all PCB	"8,95"	"8,95"		ng/g	"8,95"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	TBA	"-0,0113"		"0,0113"	ng/g	"0,00565"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-17	"-0,00579"		"0,00579"	ng/g	"0,00290"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-28	"-0,00641"		"0,00641"	ng/g	"0,00321"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-47	"0,136"	"0,136"		ng/g	"0,136"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-49	"-0,00465"		"0,00465"	ng/g	"0,00233"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-66	"-0,00441"		"0,00441"	ng/g	"0,00221"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-71	"-0,00344"		"0,00344"	ng/g	"0,00172"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-77	"-0,00338"		"0,00338"	ng/g	"0,00169"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-85	"-0,0121"		"0,0121"	ng/g	"0,00605"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-99	"0,150"	"0,150"		ng/g	"0,150"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-100	"0,0492"	"0,0492"		ng/g	"0,0492"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-119	"-0,0112"		"0,0112"	ng/g	"0,00560"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-126	"-0,00845"		"0,00845"	ng/g	"0,00423"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-138	"-0,0110"		"0,0110"	ng/g	"0,00550"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-153	"0,0213"	"0,0213"		ng/g	"0,0213"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-154	"-0,00869"		"0,00869"	ng/g	"0,00435"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-156	"-0,0168"		"0,0168"	ng/g	"0,00840"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-183	"-0,00721"		"0,00721"	ng/g	"0,00361"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-184	"-0,00687"		"0,00687"	ng/g	"0,00344"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-191	"-0,00966"		"0,00966"	ng/g	"0,00483"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-196	"-0,0133"		"0,0133"	ng/g	"0,00665"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-197	"-0,0104"		"0,0104"	ng/g	"0,00520"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-202	"-0,0156"		"0,0156"	ng/g	"0,00780"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-206	"-0,0433"		"0,0433"	ng/g	"0,0216"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-207	"-0,0274"		"0,0274"	ng/g	"0,0137"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBDE-209	"-0,366"		"0,366"	ng/g	"0,183"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	ATE (TBP-AE)	"-0,0110"		"0,0110"	ng/g	"0,00550"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	a-TBECH	"-0,0990"		"0,0990"	ng/g	"0,0495"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	b-TBECH	"-0,0711"		"0,0711"	ng/g	"0,0355"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	g/d-TBECH	"-0,0403"		"0,0403"	ng/g	"0,0202"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	BATE	"-0,0128"		"0,0128"	ng/g	"0,00640"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBT	"-0,0352"		"0,0352"	ng/g	"0,0176"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBEB	"-0,0143"		"0,0143"	ng/g	"0,00715"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	PBBZ	"-0,240"		"0,240"	ng/g	"0,120"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	HBB	"-0,0974"		"0,0974"	ng/g	"0,0487"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	DPTE	"-0,00825"		"0,00825"	ng/g	"0,00413"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	EHTBB	"-0,0135"		"0,0135"	ng/g	"0,00675"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	BTBPE	"-0,0308"		"0,0308"	ng/g	"0,0154"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	TBPH (BEH /TBP)	"-0,0694"		"0,0694"	ng/g	"0,0347"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	DBDPE	"-14,2"		"14,2"	ng/g	"7,10"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	SCCP	"2,98"	"2,98"		ng/g	"2,98"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	MCCP	"3,49"	"3,49"		ng/g	"3,49"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	"4,4-bis-A"	"-2,30"		"2,30"	ng/g	"1,15"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	"2,4-bis-A"	"-0,300"		"0,300"	ng/g	"0,150"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	Bis-FL	"-0,700"		"0,700"	ng/g	"0,350"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	Bis-B	"-0,600"		"0,600"	ng/g	"0,300"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	Bis-E	"-0,400"		"0,400"	ng/g	"0,200"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	"4,4-bis-S"	"-4,50"		"4,50"	ng/g	"2,25"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	"2,4-bis-S"	"-0,100"		"0,100"	ng/g	"0,0500"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	"4,4-bis-F"	"-1,20"		"1,20"	ng/g	"0,600"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	"2,4-bis-F"	"-2,10"		"2,10"	ng/g	"1,05"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	"2,2-bis-F"	"-0,100"		"0,100"	ng/g	"0,0500"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	bis-M	"-0,200"		"0,200"	ng/g	"0,100"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	bis-Z	"-0,800"		"0,800"	ng/g	"0,400"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	bis-AF	"-1,10"		"1,10"	ng/g	"0,550"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	bis-AP	"-0,400"		"0,400"	ng/g	"0,200"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	TBBPA	"-2,30"		"2,30"	ng/g	"1,15"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	4-tert-octylphenol	"-0,800"		"0,800"	ng/g	"0,400"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	4-octylphenol	"-1,20"		"1,20"	ng/g	"0,600"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	4-nonylphenol	"-4,10"		"4,10"	ng/g	"2,05"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	AO Mb1	"-4,20"		"4,20"	ng/g	"2,10"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	D4	"-2,81"		"2,81"	ng/g	"1,41"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	D5	"0,640"	"0,640"		ng/g	"0,640"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	D6	"0,574"	"0,574"		ng/g	"0,574"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	M3T	"-0,310"		"0,310"	ng/g	"0,155"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	52  Cr  [ He ]	"-0,00514"		"0,00514"	ug/g	"0,00257"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	56  Fe  [ He ]	441	441		ug/g	441	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	60  Ni  [ He ]	"-0,00265"		"0,00265"	ug/g	"0,00132"	ND
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	63  Cu  [ He ]	"0,372"	"0,372"		ug/g	"0,372"	>LOQ
20/1731	Gråmåke blod	Skjærholmene	NR-2020-08488	ng/g	ug/g	ng/g	66  Zn  [ He ]	"4,92"	"4,92"		ug/g	"4,92"	>LOQ
